address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"R. José Pereira Liberato, 1120","4,5",Escritório de advocacia, (47) 3348-2333 · ,,Dr Marco Otávio Cachél,115,,,,,
"R. Lauro Muller, 263","4,8",Advogado que atua nos Tribunais Superiores, (47) 3349-3132 · ,http://www.advocaciahorongozo.com.br/,Advocacia Horongozo,116,True,,,,
"R. Uruguai, 223 - sala 801","4,0",Escritório de advocacia, (47) 3349-3865 · ,http://frizonfigueiredo.adv.br/,Frizon & Figueiredo Advocacia,117,,True,False,,
"R. Marcílio Dias, 155 - Sala 19","5,0",Escritório de advocacia, (47) 3348-1544 · ,,Dr. Sérgio Gomes de Almeida,118,,,,,
"R. Uruguai, 122 - Sala 03","3,0",Escritório de advocacia, (47) 99983-2949 · ,https://www.facebook.com/pg/B%C3%A1rbara-Baron-Silveira-Advogada-421425642064065/about/?ref=page_internal,Bárbara Baron Silveira Advogada,119,,True,True,https://web.facebook.com/help/568137493302217,
"R. Lauro Muller, 1230","4,0",Advogado, (47) 3367-4650 · ,http://www.duartedemedeiros.adv.br/,Duarte de Medeiros Advogados,120,True,,,,
"Rua Doutor Nereu Ramos, 197 10º andar - salas 1004 e 1005","4,3",Escritório de advocacia, (47) 3311-4460 · ,,Ditzel & Rossdeutscher Sociedade de Advogados,121,,,,,
"R. Lauro Muller, 177","4,7",Advogado, (47) 3045-2323 · ,http://www.denisio.adv.br/,DENISIO DOLASIO BAIXO ADVOGADOS,122,,False,True,https://www.facebook.com/DenisioDolasioBaixo,
"Rua Gil Stein Ferreira, 100","4,6",Advogado tributarista, (47) 3349-3139 · ,https://bartolomeu.adv.br/,Bartolomeu e Borges Advogados Associados,123,True,,,,
"R. Uruguai, 299","5,0",Escritório de advocacia, (47) 3045-2767 · ,http://www.meadvogados.com.br/,Motta e Etchepare Advogados,124,,True,True,https://facebook.com/mottaetchepareadvogados,https://instagram.com/mottaetchepare_advogados
"R. José Joaquim dos Santos, 49 - 03","5,0",Advogado, (47) 3248-9875 · ,,Advocacia e Assessoria Jurídica,126,,,,,
"Rua João Bauer, 155","5,0",Advogado, (47) 4141-0199 · ,,Woitexem & Albuquerque Advocacia - Itajaí,127,,,,,
"R. Dr. José Bonifácio Malburg, 204 - sala 05","4,0",Advogado, (47) 3349-9273 · ,http://www.diegosilvadvogados.com.br/,DIEGO DA SILVA & ADVOGADOS ASSOCIADOS,135,,False,True,,
"Rua Samuel Heusi, nº 463, Sala 205, 2º andar","5,0",Escritório de advocacia, (47) 99650-5323 · ,http://www.furtadoetelles.com.br/,Furtado & Telles Advogados,136,,False,False,,
"maria.marqueti@gmail.com - Avenida Conselheiro João Gaya, 1280 - SALA 03 - Contato: 47 999587784","1,0",Advogado trabalhista, (47) 3319-6403 · ,,ESCRITORIO ADVOCACIA,137,,,,,
"R. Umbelino Damásio de Brito, 126","4,8",Advogado, (47) 3566-7828 · ,http://advocaciavieceli.com.br/,Vieceli Advocacia,138,True,,,,
"R. Uruguai, 192","4,0",Escritório de advocacia, (47) 3348-4408 · ,,Dr. Eduardo Erivelton Campos,139,,,,,
"R. Dr. Nereu Ramos, 3","5,0",Advogado trabalhista, (47) 3348-0481 · ,,"Alves, Roberto",140,,,,,
"R. Agílio Cunha, 1234","3,0",Advogado, (47) 3048-1855 · ,,Santos & Bernardes Advogados,141,,,,,
"R. Uruguai, 311 - Sala 3","4,0",Escritório de advocacia, (47) 3248-2948 · ,,Dra Irani Simões Dias,142,,,,,
"R. Carlos Seara, 349","4,7",Serviço de indicação de advogados, (47) 2125-2642 · ,http://www.alvesadvocacia.adv.br/contato.php,Borges & Costa Advocacia,143,,False,False,,
"Av. Cel. Marcos Konder, 1207, 2º andar, salas 26 e 27","4,0",Advogado, (47) 3046-0221 · ,http://tadv.com.br/,Timmermans Advogados,144,True,,,,
"R. Brusque, 258 - Sala 01","5,0",Advogado Civil, (47) 3349-3588 · ,,Rozza Advogados,145,,,,,
"R. Uruguai, 233 - Sala 3","5,0",Advogado, (47) 99727-3517 · ,,Zanatta Advogado,146,,,,,
"R. Samuel Heusi, 190 - 10º Andar","5,0",Advogado previdenciário, (47) 3342-6352 · ,https://mwadvogados.com.br/,MATHIOLA & WETZSTEIN ADVOGADOS - ITAJAÍ,147,True,,,,
"R. Tijucas, 553","5,0",Advogado de Direito de Família, (47) 99916-7704 · ,,Advocacia Antônio Augusto Lapa,151,,,,,
"R. Franklin Máximo Pereira, 79","4,5",Escritório de advocacia, (47) 3248-0458 · ,,Dra Alessandra Bento,152,,,,,
"R. Samuel Heusi, 178 - sala 1305","5,0",Escritório de advocacia, (47) 3224-0767 · ,http://www.rmasseiadv.com.br/,Rafael Massei Advocacia,153,True,,,,
"RUA: SAMUEL HEUSI, 463, ED. THE OFFICE, 8ANDAR, SL806","4,0",Advogado previdenciário, (47) 98464-9965 · ,http://facebook.com/marcio.manoel.1023,MARCIO MANOEL - ADVOCACIA PREVIDENCIARIA E TRABALHISTA,154,,True,True,https://pt-br.facebook.com/marcio.dsouza.9083,
"2° andar, 57 Centro Comercial Pontal Norte, Av. do Estado, 1771","5,0",Advogado, (47) 99234-6534 · ,/aclk?sa=l&ai=DChcSEwiBwd33udjrAhWDEJEKHRMOBMkYABABGgJjZQ&sig=AOD64_24sY0D9QP7lBmVQPuM5h92LkxUVQ&adurl&q&ctype=99,Rezende Braggio Advocacia,155,True,,,,
"R. Enedina d'Ávila Ferreira, 1070","4,0",Advogado, (47) 99603-2645 · ,,FG advocacia e consultoria,157,,,,,
"R. José Siqueira, 127","5,0",Advogado, (47) 99650-5323 · ,https://www.mcxadvogados.com.br/,Mcx Advogados,158,,False,False,,
"Rua Uganda, 588 Piso Superior","5,0",Escritório de advocacia, (47) 3263-1969 · ,http://www.ozawa.com.br/,OZAWA Advogados - Escritório de Advocacia em Balneário Camboriú,159,,True,True,https://www.facebook.com/OZAWAadvogados,https://www.instagram.com/ozawa.advogados/
"R. Alm. Barroso, 621","4,8",Advogado, (47) 3348-6665 · ,http://www.caasc.org.br/,CAASC - Caixa de Assistência dos Advogados de Santa Catarina,160,,False,False,,
"R. Laura dos Santos Laurindo, 111","4,7",Advogado, (47) 3346-1420 · ,,Ecalabo,161,,,,,
"R. Brusque, 500","5,0",Advogado, (47) 3348-0476 · ,,Advocacia Elias dos Santos,162,,,,,
"3281, Ed. Riviera Business & Mall, Av. Osvaldo Reis, sala 703","5,0",Empresa de advocacia, (47) 3046-8262 · ,http://olimpierrimallmann.com.br/,Olimpierri Mallmann Advogados,163,,True,True,https://www.facebook.com/OlimpierriMallmanAdvogados/,https://www.instagram.com/olimpierrimallmannadvogados/
"R. Fiuza Lima, 533","4,0",Advogado, (47) 3348-4437 · ,,Advocacia e Imobiliaria,164,,,,,
"Av. Itaipava, 2992 - Sala 01","4,7",Advogado, (47) 99957-8472 · ,,João Paulo Trevisan Advocacia,165,,,,,
"Av. Cel. Marcos Konder, 805 - Sala 909","5,0",Advogado, (47) 3514-1020 · ,http://pwa.adv.br/,Probst Werner & Advogados Associados,167,True,,,,
"R. José Joaquim dos Santos, 283","5,0",Advogado, (47) 3248-1286 · ,,Josemar Siemann - Advogado,168,,,,,
"R. Alm. Barroso, 417 - 01","3,0",Empresa de advocacia, (47) 3349-6530 · ,,FF Advocacia,169,,,,,
"R. Uruguai, 200","4,4",Advogado, (47) 3348-6047 · ,,Laurinho Aldemiro Poerner,170,,,,,
"R. Conceição, 209","5,0",Advogado previdenciário, (47) 99623-9939 · ,http://www.advocaciaprevi.com.br/,Advocacia Previdenciária,171,True,,,,
"R. Uruguai, 1073","5,0",Escritório de advocacia, (47) 3349-0199 · ,http://tavaresbastos.com.br/,Tavares Bastos Advocacia,172,,False,False,,
"R. João Emílio, 350 - Sala 3","5,0",Escritório de advocacia, (47) 3349-8884 · ,http://www.andrecampestrini.adv.br/,Campestrini Advocacia,173,,False,False,,
"R. Samuel Heusi, 340 - sala 01","4,5",Advogado, (47) 3515-1194 · ,http://www.dorval.adv.br/,Dorval & Advogados Associados,174,,False,True,https://www.facebook.com/dorval.adv.br,
"Av. Cel. Marcos Konder, 1207 - sala 49","5,0",Advogado, (47) 3349-3138 · ,,"Dornelles, Rodrigues & Macagnan Advogados",175,,,,,
"R. Cap. Adolfo Germano de Andrade, 162","4,0",Advogado, (47) 99603-2645 · ,,Estanislau Advogados Associados,179,,,,,
"R. Expedicionário Carlos Costa, 187","5,0",Escritório de advocacia, (47) 3344-6967 · ,,Advocacia Colzani,180,,,,,
"R. Uruguai, nº 223","5,0",Empresa de advocacia, (47) 99178-7617 · ,http://advogadocriminalsc.com/,Fernando Torquetti Advogados,181,True,,,,
"Ed. Unimed - Av. Osvaldo Reis, 2.400 - 5º andar","4,8",Advogado, (47) 3045-2925 · ,http://www.garcezerossato.adv.br/,Garcez & Rossato Advogados,182,True,,,,
"R. Brusque, nº. 291","3,7",Advogado, (47) 3349-2627 · ,,Advocacia Manoel Storino,183,,,,,
R. Dr. José Bonifácio Malburg,"1,0",Advogado previdenciário, (47) 3348-0476 · ,,Mello Advocacia Sergio Renato de Mello,184,,,,,
"R. Anita Garibaldi, 305","5,0",Advogado, (47) 3349-2623 · ,http://www.agripinoeferreira.com.br/,Agripino & Ferreira Advogados,185,True,,,,
"Edifício Liberty - Av. Cel. Marcos Konder, 1313 - Sala 910","4,0",Advogado tributarista, (47) 3349-9519 · ,http://ghisleni.adv.br/,Ghisleni Advogados,186,True,,,,
"R. Francisco de Paula Seara, 544","4,7",Advogado, (47) 3349-3381 · ,,Didata Contablidade e Advocacia,187,,,,,
